"","iso3","year","population"
"8718","SEN","2003",10541470
"8719","SEN","2004",10810086
"8720","SEN","2005",11090123
"8721","SEN","2006",11382272
"8722","SEN","2007",11687078
"8723","SEN","2008",12004700
"8724","SEN","2009",12335092
"8725","SEN","2010",12678143
"8726","SEN","2011",13033814
"8727","SEN","2012",13401990
"8728","SEN","2013",13782429
"8729","SEN","2014",14174740
"8730","SEN","2015",14578450
"8731","SEN","2016",14993514
"8732","SEN","2017",15419354
"8733","SEN","2018",15854324
"8734","SEN","2019",16296362
"8735","SEN","2020",16743930
"8736","SEN","2021",17196308
"8737","SGP","1980",2413945
"8738","SGP","1981",2532835
"8739","SGP","1982",2646466
"8740","SGP","1983",2681061
"8741","SGP","1984",2732221
"8742","SGP","1985",2735957
"8743","SGP","1986",2733373
"8744","SGP","1987",2774789
"8745","SGP","1988",2846108
"8746","SGP","1989",2930901
"8747","SGP","1990",3047132
"8748","SGP","1991",3135083
"8749","SGP","1992",3230698
"8750","SGP","1993",3313471
"8751","SGP","1994",3419048
"8752","SGP","1995",3524506
"8753","SGP","1996",3670704
"8754","SGP","1997",3796038
"8755","SGP","1998",3927213
"8756","SGP","1999",3958723
"8757","SGP","2000",4027887
"8758","SGP","2001",4138012
"8759","SGP","2002",4175950
"8760","SGP","2003",4114826
"8761","SGP","2004",4166664
"8762","SGP","2005",4265762
"8763","SGP","2006",4401365
"8764","SGP","2007",4588599
"8765","SGP","2008",4839396
"8766","SGP","2009",4987573
"8767","SGP","2010",5076732
"8768","SGP","2011",5183688
"8769","SGP","2012",5312437
"8770","SGP","2013",5399162
"8771","SGP","2014",5469724
"8772","SGP","2015",5535002
"8773","SGP","2016",5607283
"8774","SGP","2017",5612253
"8775","SGP","2018",5638676
"8776","SGP","2019",5703569
"8777","SGP","2020",5685807
"8778","SGP","2021",5453566
"8779","SLB","1980",230550
"8780","SLB","1981",238423
"8781","SLB","1982",246451
"8782","SLB","1983",254566
"8783","SLB","1984",262691
"8784","SLB","1985",270787
"8785","SLB","1986",278834
"8786","SLB","1987",286871
"8787","SLB","1988",294976
"8788","SLB","1989",303272
"8789","SLB","1990",311869
"8790","SLB","1991",320781
"8791","SLB","1992",330004
"8792","SLB","1993",339501
"8793","SLB","1994",349273
"8794","SLB","1995",359276
"8795","SLB","1996",369517
"8796","SLB","1997",379998
"8797","SLB","1998",390702
"8798","SLB","1999",401592
"8799","SLB","2000",412665
"8800","SLB","2001",423949
"8801","SLB","2002",435434
"8802","SLB","2003",447016
"8803","SLB","2004",458549
"8804","SLB","2005",469918
"8805","SLB","2006",481086
"8806","SLB","2007",492133
"8807","SLB","2008",503366
"8808","SLB","2009",515182
"8809","SLB","2010",527861
"8810","SLB","2011",541522
"8811","SLB","2012",556066
"8812","SLB","2013",571329
"8813","SLB","2014",587079
"8814","SLB","2015",603133
"8815","SLB","2016",619438
"8816","SLB","2017",636030
"8817","SLB","2018",652856
"8818","SLB","2019",669821
"8819","SLB","2020",686878
"8820","SLB","2021",703995
"8821","SLE","1980",3388494
"8822","SLE","1981",3464113
"8823","SLE","1982",3540164
"8824","SLE","1983",3619854
"8825","SLE","1984",3707513
"8826","SLE","1985",3805304
"8827","SLE","1986",3916685
"8828","SLE","1987",4038154
"8829","SLE","1988",4156636
"8830","SLE","1989",4254434
"8831","SLE","1990",4319763
"8832","SLE","1991",4348663
"8833","SLE","1992",4347727
"8834","SLE","1993",4328965
"8835","SLE","1994",4309780
"8836","SLE","1995",4303953
"8837","SLE","1996",4312660
"8838","SLE","1997",4335295
"8839","SLE","1998",4381484
"8840","SLE","1999",4462374
"8841","SLE","2000",4584570
"8842","SLE","2001",4754069
"8843","SLE","2002",4965770
"8844","SLE","2003",5201074
"8845","SLE","2004",5433995
"8846","SLE","2005",5645629
"8847","SLE","2006",5829240
"8848","SLE","2007",5989641
"8849","SLE","2008",6133599
"8850","SLE","2009",6272735
"8851","SLE","2010",6415636
"8852","SLE","2011",6563238
"8853","SLE","2012",6712586
"8854","SLE","2013",6863975
"8855","SLE","2014",7017153
"8856","SLE","2015",7171909
"8857","SLE","2016",7328846
"8858","SLE","2017",7488427
"8859","SLE","2018",7650149
"8860","SLE","2019",7813207
"8861","SLE","2020",7976985
"8862","SLE","2021",8141343
"8863","SLV","1980",4591135
"8864","SLV","1981",4666361
"8865","SLV","1982",4737256
"8866","SLV","1983",4804936
"8867","SLV","1984",4871041
"8868","SLV","1985",4936803
"8869","SLV","1986",5002339
"8870","SLV","1987",5067531
"8871","SLV","1988",5133273
"8872","SLV","1989",5200608
"8873","SLV","1990",5270074
"8874","SLV","1991",5342190
"8875","SLV","1992",5416327
"8876","SLV","1993",5490478
"8877","SLV","1994",5561916
"8878","SLV","1995",5628602
"8879","SLV","1996",5689943
"8880","SLV","1997",5746288
"8881","SLV","1998",5797764
"8882","SLV","1999",5844834
"8883","SLV","2000",5887930
"8884","SLV","2001",5927001
"8885","SLV","2002",5962139
"8886","SLV","2003",5994075
"8887","SLV","2004",6023801
"8888","SLV","2005",6052124
"8889","SLV","2006",6079395
"8890","SLV","2007",6105810
"8891","SLV","2008",6131767
"8892","SLV","2009",6157678
"8893","SLV","2010",6183877
"8894","SLV","2011",6210567
"8895","SLV","2012",6237922
"8896","SLV","2013",6266076
"8897","SLV","2014",6295124
"8898","SLV","2015",6325121
"8899","SLV","2016",6356137
"8900","SLV","2017",6388124
"8901","SLV","2018",6420740
"8902","SLV","2019",6453550
"8903","SLV","2020",6486201
"8904","SLV","2021",6518500
"8905","SMR","1980",21453
"8906","SMR","1981",21761
"8907","SMR","1982",22043
"8908","SMR","1983",22295
"8909","SMR","1984",22546
"8910","SMR","1985",22794
"8911","SMR","1986",23046
"8912","SMR","1987",23297
"8913","SMR","1988",23548
"8914","SMR","1989",23833
"8915","SMR","1990",24124
"8916","SMR","1991",24454
"8917","SMR","1992",24830
"8918","SMR","1993",25208
"8919","SMR","1994",25588
"8920","SMR","1995",25925
"8921","SMR","1996",26253
"8922","SMR","1997",26563
"8923","SMR","1998",26851
"8924","SMR","1999",27141
"8925","SMR","2000",27460
"8926","SMR","2001",27818
"8927","SMR","2002",28175
"8928","SMR","2003",28561
"8929","SMR","2004",28942
"8930","SMR","2005",29324
"8931","SMR","2006",29694
"8932","SMR","2007",30068
"8933","SMR","2008",30434
"8934","SMR","2009",30825
"8935","SMR","2010",31221
"8936","SMR","2011",31655
"8937","SMR","2012",32103
"8938","SMR","2013",32554
"8939","SMR","2014",32941
"8940","SMR","2015",33270
"8941","SMR","2016",33503
"8942","SMR","2017",33671
"8943","SMR","2018",33784
"8944","SMR","2019",33864
"8945","SMR","2020",33938
"8946","SMR","2021",34010
"8947","SOM","1980",6281138
"8948","SOM","1981",6511115
"8949","SOM","1982",6608040
"8950","SOM","1983",6618594
"8951","SOM","1984",6614713
"8952","SOM","1985",6648628
"8953","SOM","1986",6736751
"8954","SOM","1987",6862267
"8955","SOM","1988",7005226
"8956","SOM","1989",7133263
"8957","SOM","1990",7225089
"8958","SOM","1991",7274026
"8959","SOM","1992",7295380
"8960","SOM","1993",7315864
"8961","SOM","1994",7372592
"8962","SOM","1995",7491647
"8963","SOM","1996",7682683
"8964","SOM","1997",7936122
"8965","SOM","1998",8235064
"8966","SOM","1999",8553595
"8967","SOM","2000",8872250
"8968","SOM","2001",9186719
"8969","SOM","2002",9501335
"8970","SOM","2003",9815412
"8971","SOM","2004",10130251
"8972","SOM","2005",10446856
"8973","SOM","2006",10763904
"8974","SOM","2007",11080122
"8975","SOM","2008",11397188
"8976","SOM","2009",11717691
"8977","SOM","2010",12043886
"8978","SOM","2011",12376305
"8979","SOM","2012",12715487
"8980","SOM","2013",13063711
"8981","SOM","2014",13423571
"8982","SOM","2015",13797204
"8983","SOM","2016",14185635
"8984","SOM","2017",14589165
"8985","SOM","2018",15008225
"8986","SOM","2019",15442906
"8987","SOM","2020",15893219
"8988","SOM","2021",16359500
"8989","SRB","1980",7362000
"8990","SRB","1981",7405000
"8991","SRB","1982",7440000
"8992","SRB","1983",7468000
"8993","SRB","1984",7489000
"8994","SRB","1985",7504000
"8995","SRB","1986",7536000
"8996","SRB","1987",7558000
"8997","SRB","1988",7572000
"8998","SRB","1989",7581000
"8999","SRB","1990",7586000
"9000","SRB","1991",7595636
"9001","SRB","1992",7646424
"9002","SRB","1993",7699307
"9003","SRB","1994",7734639
"9004","SRB","1995",7625357
"9005","SRB","1996",7617794
"9006","SRB","1997",7596501
"9007","SRB","1998",7567745
"9008","SRB","1999",7540401
"9009","SRB","2000",7516346
"9010","SRB","2001",7503433
"9011","SRB","2002",7496522
"9012","SRB","2003",7480591
"9013","SRB","2004",7463157
"9014","SRB","2005",7440769
"9015","SRB","2006",7411569
"9016","SRB","2007",7381579
"9017","SRB","2008",7350222
"9018","SRB","2009",7320807
"9019","SRB","2010",7291436
"9020","SRB","2011",7234099
"9021","SRB","2012",7199077
"9022","SRB","2013",7164132
"9023","SRB","2014",7130576
"9024","SRB","2015",7095383
"9025","SRB","2016",7058322
"9026","SRB","2017",7020858
"9027","SRB","2018",6982604
"9028","SRB","2019",6945235
"9029","SRB","2020",6899126
"9030","SRB","2021",6844078
"9031","SSA","1980",383124954
"9032","SSA","1981",394217957
"9033","SSA","1982",405624485
"9034","SSA","1983",417361377
"9035","SSA","1984",429457197
"9036","SSA","1985",441922760
"9037","SSA","1986",454770025
"9038","SSA","1987",467984604
"9039","SSA","1988",481525582
"9040","SSA","1989",495338255
"9041","SSA","1990",509382368
"9042","SSA","1991",523656521
"9043","SSA","1992",538175676
"9044","SSA","1993",552948132
"9045","SSA","1994",567997865
"9046","SSA","1995",583337983
"9047","SSA","1996",598991357
"9048","SSA","1997",614977022
"9049","SSA","1998",631321857
"9050","SSA","1999",648067928
"9051","SSA","2000",665246457
"9052","SSA","2001",682874821
"9053","SSA","2002",700982474
"9054","SSA","2003",719633384
"9055","SSA","2004",738900772
"9056","SSA","2005",758841806
"9057","SSA","2006",779482246
"9058","SSA","2007",800823534
"9059","SSA","2008",822858534
"9060","SSA","2009",845567911
"9061","SSA","2010",868935345
"9062","SSA","2011",892958422
"9063","SSA","2012",917637577
"9064","SSA","2013",942949525
"9065","SSA","2014",968866993
"9066","SSA","2015",995365079
"9067","SSA","2016",1022435568
"9068","SSA","2017",1050066967
"9069","SSA","2018",1078222750
"9070","SSA","2019",1106860245
"9071","SSA","2020",1135948313
"9072","SSA","2021",1165464785
"9073","SSD","1980",4502603
"9074","SSD","1981",4646478
"9075","SSD","1982",4799435
"9076","SSD","1983",4953154
"9077","SSD","1984",5096478
"9078","SSD","1985",5220748
"9079","SSD","1986",5328167
"9080","SSD","1987",5419808
"9081","SSD","1988",5485288
"9082","SSD","1989",5511582
"9083","SSD","1990",5492620
"9084","SSD","1991",5420179
"9085","SSD","1992",5305449
"9086","SSD","1993",5185712
"9087","SSD","1994",5111371
"9088","SSD","1995",5118084
"9089","SSD","1996",5221925
"9090","SSD","1997",5411653
"9091","SSD","1998",5661934
"9092","SSD","1999",5933884
"9093","SSD","2000",6199396
"9094","SSD","2001",6447791
"9095","SSD","2002",6688225
"9096","SSD","2003",6935665
"9097","SSD","2004",7213354
"9098","SSD","2005",7535931
"9099","SSD","2006",7907407
"9100","SSD","2007",8315144
"9101","SSD","2008",8736932
"9102","SSD","2009",9142258
"9103","SSD","2010",9508372
"9104","SSD","2011",9830695
"9105","SSD","2012",10113648
"9106","SSD","2013",10355030
"9107","SSD","2014",10554882
"9108","SSD","2015",10715657
"9109","SSD","2016",10832520
"9110","SSD","2017",10910774
"9111","SSD","2018",10975924
"9112","SSD","2019",11062114
"9113","SSD","2020",11193729
"9114","SSD","2021",11381377
"9115","SSF","1980",383188215
"9116","SSF","1981",394281992
"9117","SSF","1982",405688898
"9118","SSF","1983",417425712
"9119","SSF","1984",429521914
"9120","SSF","1985",441988004
"9121","SSF","1986",454835677
"9122","SSF","1987",468053103
"9123","SSF","1988",481594337
"9124","SSF","1989",495407422
"9125","SSF","1990",509451875
"9126","SSF","1991",523726960
"9127","SSF","1992",538246439
"9128","SSF","1993",553020385
"9129","SSF","1994",568072070
"9130","SSF","1995",583413287
"9131","SSF","1996",599067774
"9132","SSF","1997",615054341
"9133","SSF","1998",631400703
"9134","SSF","1999",648148338
"9135","SSF","2000",665327588
"9136","SSF","2001",682956023
"9137","SSF","2002",701066197
"9138","SSF","2003",719716165
"9139","SSF","2004",738983247
"9140","SSF","2005",758924664
"9141","SSF","2006",779566846
"9142","SSF","2007",800908567
"9143","SSF","2008",822945490
"9144","SSF","2009",845655209
"9145","SSF","2010",869025115
"9146","SSF","2011",893045863
"9147","SSF","2012",917725880
"9148","SSF","2013",943039474
"9149","SSF","2014",968958352
"9150","SSF","2015",995458498
"9151","SSF","2016",1022530245
"9152","SSF","2017",1050162810
"9153","SSF","2018",1078319512
"9154","SSF","2019",1106957870
"9155","SSF","2020",1136046775
"9156","SSF","2021",1165563987
"9157","SST","1980",20501052
"9158","SST","1981",20918880
"9159","SST","1982",21359036
"9160","SST","1983",21809929
"9161","SST","1984",22269272
"9162","SST","1985",22740424
"9163","SST","1986",23219508
"9164","SST","1987",23705895
"9165","SST","1988",24190637
"9166","SST","1989",24669495
"9167","SST","1990",25134374
"9168","SST","1991",25593378
"9169","SST","1992",26020298
"9170","SST","1993",26428489
"9171","SST","1994",26841261
"9172","SST","1995",27247916
"9173","SST","1996",27660218
"9174","SST","1997",28081580
"9175","SST","1998",28504891
"9176","SST","1999",28948552
"9177","SST","2000",29393017
"9178","SST","2001",29820320
"9179","SST","2002",30250201
"9180","SST","2003",30697300
"9181","SST","2004",31189665
"9182","SST","2005",31746502
"9183","SST","2006",32375205
"9184","SST","2007",33066727
"9185","SST","2008",33798831
"9186","SST","2009",34529570
"9187","SST","2010",35238631
"9188","SST","2011",35912140
"9189","SST","2012",36568506
"9190","SST","2013",37213359
"9191","SST","2014",37861447
"9192","SST","2015",38524668
"9193","SST","2016",39198032
"9194","SST","2017",39883677
"9195","SST","2018",40574734
"9196","SST","2019",41254483
"9197","SST","2020",41901130
"9198","SST","2021",42512407
"9199","STP","1980",95788
"9200","STP","1981",97767
"9201","STP","1982",99478
"9202","STP","1983",101064
"9203","STP","1984",102826
"9204","STP","1985",104926
"9205","STP","1986",107429
"9206","STP","1987",110259
"9207","STP","1988",113288
"9208","STP","1989",116313
"9209","STP","1990",119211
"9210","STP","1991",121949
"9211","STP","1992",124574
"9212","STP","1993",127066
"9213","STP","1994",129426
"9214","STP","1995",131679
"9215","STP","1996",133799
"9216","STP","1997",135831
"9217","STP","1998",137855
"9218","STP","1999",139964
"9219","STP","2000",142264
"9220","STP","2001",144760
"9221","STP","2002",147450
"9222","STP","2003",150405
"9223","STP","2004",153736
"9224","STP","2005",157472
"9225","STP","2006",161676
"9226","STP","2007",166297
"9227","STP","2008",171122
"9228","STP","2009",175877
"9229","STP","2010",180372
"9230","STP","2011",184521
"9231","STP","2012",188394
"9232","STP","2013",192076
"9233","STP","2014",195727
"9234","STP","2015",199439
"9235","STP","2016",203221
"9236","STP","2017",207086
"9237","STP","2018",211032
"9238","STP","2019",215048
"9239","STP","2020",219161
"9240","STP","2021",223364
"9241","SUR","1980",359531
"9242","SUR","1981",360144
"9243","SUR","1982",360927
"9244","SUR","1983",362282
"9245","SUR","1984",364722
"9246","SUR","1985",368636
"9247","SUR","1986",374133
"9248","SUR","1987",381033
"9249","SUR","1988",388877
"9250","SUR","1989",397082
"9251","SUR","1990",405169
"9252","SUR","1991",413009
"9253","SUR","1992",420658
"9254","SUR","1993",428028
"9255","SUR","1994",435099
"9256","SUR","1995",441851
"9257","SUR","1996",448207
"9258","SUR","1997",454165
"9259","SUR","1998",459838
"9260","SUR","1999",465380
"9261","SUR","2000",470944
"9262","SUR","2001",476574
"9263","SUR","2002",482228
"9264","SUR","2003",487938
"9265","SUR","2004",493680
"9266","SUR","2005",499461
"9267","SUR","2006",505292
"9268","SUR","2007",511181
"9269","SUR","2008",517122
"9270","SUR","2009",523113
"9271","SUR","2010",529126
"9272","SUR","2011",535177
"9273","SUR","2012",541247
"9274","SUR","2013",547295
"9275","SUR","2014",553278
"9276","SUR","2015",559136
"9277","SUR","2016",564883
"9278","SUR","2017",570501
"9279","SUR","2018",575987
"9280","SUR","2019",581363
"9281","SUR","2020",586634
"9282","SUR","2021",591798
"9283","SVK","1980",4979815
"9284","SVK","1981",5016105
"9285","SVK","1982",5055099
"9286","SVK","1983",5091971
"9287","SVK","1984",5127097
"9288","SVK","1985",5161768
"9289","SVK","1986",5193838
"9290","SVK","1987",5222840
"9291","SVK","1988",5250596
"9292","SVK","1989",5275942
"9293","SVK","1990",5299187
"9294","SVK","1991",5303294
"9295","SVK","1992",5305016
"9296","SVK","1993",5325305
"9297","SVK","1994",5346331
"9298","SVK","1995",5361999
"9299","SVK","1996",5373361
"9300","SVK","1997",5383291
"9301","SVK","1998",5390516
"9302","SVK","1999",5396020
"9303","SVK","2000",5388720
"9304","SVK","2001",5378867
"9305","SVK","2002",5376912
"9306","SVK","2003",5373374
"9307","SVK","2004",5372280
"9308","SVK","2005",5372807
"9309","SVK","2006",5373054
"9310","SVK","2007",5374622
"9311","SVK","2008",5379233
"9312","SVK","2009",5386406
"9313","SVK","2010",5391428
"9314","SVK","2011",5398384
"9315","SVK","2012",5407579
"9316","SVK","2013",5413393
"9317","SVK","2014",5418649
"9318","SVK","2015",5423801
"9319","SVK","2016",5430798
"9320","SVK","2017",5439232
"9321","SVK","2018",5446771
"9322","SVK","2019",5454147
"9323","SVK","2020",5458827
"9324","SVK","2021",5447247
"9325","SVN","1980",1901315
"9326","SVN","1981",1906531
"9327","SVN","1982",1910334
"9328","SVN","1983",1922321
"9329","SVN","1984",1932154
"9330","SVN","1985",1941641
"9331","SVN","1986",1965964
"9332","SVN","1987",1989776
"9333","SVN","1988",1995196
"9334","SVN","1989",1996351
"9335","SVN","1990",1998161
"9336","SVN","1991",1999429
"9337","SVN","1992",1996498
"9338","SVN","1993",1991746
"9339","SVN","1994",1989443
"9340","SVN","1995",1989872
"9341","SVN","1996",1988628
"9342","SVN","1997",1985956
"9343","SVN","1998",1981629
"9344","SVN","1999",1983045
"9345","SVN","2000",1988925
"9346","SVN","2001",1992060
"9347","SVN","2002",1994530
"9348","SVN","2003",1995733
"9349","SVN","2004",1997012
"9350","SVN","2005",2000474
"9351","SVN","2006",2006868
"9352","SVN","2007",2018122
"9353","SVN","2008",2021316
"9354","SVN","2009",2039669
"9355","SVN","2010",2048583
"9356","SVN","2011",2052843
"9357","SVN","2012",2057159
"9358","SVN","2013",2059953
"9359","SVN","2014",2061980
"9360","SVN","2015",2063531
"9361","SVN","2016",2065042
"9362","SVN","2017",2066388
"9363","SVN","2018",2073894
"9364","SVN","2019",2088385
"9365","SVN","2020",2102419
"9366","SVN","2021",2107007
"9367","SWE","1980",8310531
"9368","SWE","1981",8320503
"9369","SWE","1982",8325263
"9370","SWE","1983",8329033
"9371","SWE","1984",8336605
"9372","SWE","1985",8350386
"9373","SWE","1986",8369829
"9374","SWE","1987",8397804
"9375","SWE","1988",8436489
"9376","SWE","1989",8492964
"9377","SWE","1990",8558835
"9378","SWE","1991",8617375
"9379","SWE","1992",8668067
"9380","SWE","1993",8718561
"9381","SWE","1994",8780745
"9382","SWE","1995",8826939
"9383","SWE","1996",8840998
"9384","SWE","1997",8846062
"9385","SWE","1998",8850974
"9386","SWE","1999",8857874
"9387","SWE","2000",8872109
"9388","SWE","2001",8895960
"9389","SWE","2002",8924958
"9390","SWE","2003",8958229
"9391","SWE","2004",8993531
"9392","SWE","2005",9029572
"9393","SWE","2006",9080505
"9394","SWE","2007",9148092
"9395","SWE","2008",9219637
"9396","SWE","2009",9298515
"9397","SWE","2010",9378126
"9398","SWE","2011",9449213
"9399","SWE","2012",9519374
"9400","SWE","2013",9600379
"9401","SWE","2014",9696110
"9402","SWE","2015",9799186
"9403","SWE","2016",9923085
"9404","SWE","2017",10057698
"9405","SWE","2018",10175214
"9406","SWE","2019",10278887
"9407","SWE","2020",10353442
"9408","SWE","2021",10415811
"9409","SWZ","1980",587852
"9410","SWZ","1981",608374
"9411","SWZ","1982",629812
"9412","SWZ","1983",652112
"9413","SWZ","1984",675240
"9414","SWZ","1985",699077
"9415","SWZ","1986",723599
"9416","SWZ","1987",748634
"9417","SWZ","1988",773774
"9418","SWZ","1989",798498
"9419","SWZ","1990",822423
"9420","SWZ","1991",845267
"9421","SWZ","1992",866995
"9422","SWZ","1993",887706
"9423","SWZ","1994",907622
"9424","SWZ","1995",926836
"9425","SWZ","1996",945506
"9426","SWZ","1997",963416
"9427","SWZ","1998",979922
"9428","SWZ","1999",994105
"9429","SWZ","2000",1005432
"9430","SWZ","2001",1013608
"9431","SWZ","2002",1019054
"9432","SWZ","2003",1022796
"9433","SWZ","2004",1026287
"9434","SWZ","2005",1030575
"9435","SWZ","2006",1036095
"9436","SWZ","2007",1042651
"9437","SWZ","2008",1049948
"9438","SWZ","2009",1057462
"9439","SWZ","2010",1064841
"9440","SWZ","2011",1072029
"9441","SWZ","2012",1079285
"9442","SWZ","2013",1086843
"9443","SWZ","2014",1095022
"9444","SWZ","2015",1104038
"9445","SWZ","2016",1113994
"9446","SWZ","2017",1124808
"9447","SWZ","2018",1136274
"9448","SWZ","2019",1148133
"9449","SWZ","2020",1160164
"9450","SWZ","2021",1172369
"9451","SXM","1980",13097
"9452","SXM","1981",14030
"9453","SXM","1982",15032
"9454","SXM","1983",16175
"9455","SXM","1984",17517
"9456","SXM","1985",19127
"9457","SXM","1986",21028
"9458","SXM","1987",23157
"9459","SXM","1988",25334
"9460","SXM","1989",27280
"9461","SXM","1990",28814
"9462","SXM","1991",29852
"9463","SXM","1992",30458
"9464","SXM","1993",30765
"9465","SXM","1994",30950
"9466","SXM","1995",31164
"9467","SXM","1996",31434
"9468","SXM","1997",31731
"9469","SXM","1998",31240
"9470","SXM","1999",31084
"9471","SXM","2000",30519
"9472","SXM","2001",30600
"9473","SXM","2002",30777
"9474","SXM","2003",31472
"9475","SXM","2004",32488
"9476","SXM","2005",33011
"9477","SXM","2006",33441
"9478","SXM","2007",33811
"9479","SXM","2008",33964
"9480","SXM","2009",34238
"9481","SXM","2010",34056
"9482","SXM","2011",33435
"9483","SXM","2012",34640
"9484","SXM","2013",36607
"9485","SXM","2014",37685
"9486","SXM","2015",38825
"9487","SXM","2016",39969
"9488","SXM","2017",40574
"9489","SXM","2018",40895
"9490","SXM","2019",41608
"9491","SXM","2020",42310
"9492","SXM","2021",42846
"9493","SYC","1980",63261
"9494","SYC","1981",64035
"9495","SYC","1982",64413
"9496","SYC","1983",64335
"9497","SYC","1984",64717
"9498","SYC","1985",65244
"9499","SYC","1986",65652
"9500","SYC","1987",68499
"9501","SYC","1988",68755
"9502","SYC","1989",69167
"9503","SYC","1990",69507
"9504","SYC","1991",70439
"9505","SYC","1992",70763
"9506","SYC","1993",72253
"9507","SYC","1994",74205
"9508","SYC","1995",75304
"9509","SYC","1996",76417
"9510","SYC","1997",77319
"9511","SYC","1998",78846
"9512","SYC","1999",80410
"9513","SYC","2000",81131
"9514","SYC","2001",81202
"9515","SYC","2002",83723
"9516","SYC","2003",82781
"9517","SYC","2004",82475
"9518","SYC","2005",82858
"9519","SYC","2006",84600
"9520","SYC","2007",85033
"9521","SYC","2008",86956
"9522","SYC","2009",87298
"9523","SYC","2010",89770
"9524","SYC","2011",87441
"9525","SYC","2012",88303
"9526","SYC","2013",89949
"9527","SYC","2014",91359
"9528","SYC","2015",93419
"9529","SYC","2016",94677
"9530","SYC","2017",95843
"9531","SYC","2018",96762
"9532","SYC","2019",97625
"9533","SYC","2020",98462
"9534","SYC","2021",99202
"9535","SYR","1980",8930776
"9536","SYR","1981",9252854
"9537","SYR","1982",9590226
"9538","SYR","1983",9938852
"9539","SYR","1984",10293048
"9540","SYR","1985",10648633
"9541","SYR","1986",11004273
"9542","SYR","1987",11360848
"9543","SYR","1988",11719064
"9544","SYR","1989",12080439
"9545","SYR","1990",12446168
"9546","SYR","1991",12815400
"9547","SYR","1992",13187669
"9548","SYR","1993",13565074
"9549","SYR","1994",13950486
"9550","SYR","1995",14345491
"9551","SYR","1996",14754148
"9552","SYR","1997",15175308
"9553","SYR","1998",15599588
"9554","SYR","1999",16013992
"9555","SYR","2000",16410847
"9556","SYR","2001",16766555
"9557","SYR","2002",17084628
"9558","SYR","2003",17415214
"9559","SYR","2004",17827827
"9560","SYR","2005",18361178
"9561","SYR","2006",19059257
"9562","SYR","2007",19878257
"9563","SYR","2008",20664037
"9564","SYR","2009",21205873
"9565","SYR","2010",21362541
"9566","SYR","2011",21081814
"9567","SYR","2012",20438861
"9568","SYR","2013",19578466
"9569","SYR","2014",18710711
"9570","SYR","2015",17997411
"9571","SYR","2016",17465567
"9572","SYR","2017",17095669
"9573","SYR","2018",16945062
"9574","SYR","2019",17070132
"9575","SYR","2020",17500657
"9576","SYR","2021",18275704
"9577","TCA","1980",7894
"9578","TCA","1981",8243
"9579","TCA","1982",8654
"9580","TCA","1983",9096
"9581","TCA","1984",9556
"9582","TCA","1985",9974
"9583","TCA","1986",10365
"9584","TCA","1987",10717
"9585","TCA","1988",11091
"9586","TCA","1989",11550
"9587","TCA","1990",12115
"9588","TCA","1991",12815
"9589","TCA","1992",13639
"9590","TCA","1993",14526
"9591","TCA","1994",15399
"9592","TCA","1995",16221
"9593","TCA","1996",16930
"9594","TCA","1997",17566
"9595","TCA","1998",18228
"9596","TCA","1999",19069
"9597","TCA","2000",20171
"9598","TCA","2001",21578
"9599","TCA","2002",23230
"9600","TCA","2003",25008
"9601","TCA","2004",26709
"9602","TCA","2005",28181
"9603","TCA","2006",29394
"9604","TCA","2007",30383
"9605","TCA","2008",31200
"9606","TCA","2009",31933
"9607","TCA","2010",32658
"9608","TCA","2011",33371
"9609","TCA","2012",34067
"9610","TCA","2013",34733
"9611","TCA","2014",35371
"9612","TCA","2015",35979
"9613","TCA","2016",36558
"9614","TCA","2017",37116
"9615","TCA","2018",37667
"9616","TCA","2019",38194
"9617","TCA","2020",38718
"9618","TCA","2021",39226
"9619","TCD","1980",4514427
"9620","TCD","1981",4612858
"9621","TCD","1982",4718157
"9622","TCD","1983",4832316
"9623","TCD","1984",4957561
"9624","TCD","1985",5095400
"9625","TCD","1986",5247281
"9626","TCD","1987",5412844
"9627","TCD","1988",5589624
"9628","TCD","1989",5773930
"9629","TCD","1990",5963250
"9630","TCD","1991",6157085
"9631","TCD","1992",6356741
"9632","TCD","1993",6563925
"9633","TCD","1994",6781057
"9634","TCD","1995",7010159
"9635","TCD","1996",7250974
"9636","TCD","1997",7503494
"9637","TCD","1998",7770053
"9638","TCD","1999",8053532
"9639","TCD","2000",8355654
"9640","TCD","2001",8678049
"9641","TCD","2002",9019226
"9642","TCD","2003",9373913
"9643","TCD","2004",9734761
"9644","TCD","2005",10096630
"9645","TCD","2006",10457122
"9646","TCD","2007",10818031
"9647","TCD","2008",11183589
"9648","TCD","2009",11560142
"9649","TCD","2010",11952134
"9650","TCD","2011",12360986
"9651","TCD","2012",12784748
"9652","TCD","2013",13220433
"9653","TCD","2014",13663562
"9654","TCD","2015",14110971
"9655","TCD","2016",14561658
"9656","TCD","2017",15016761
"9657","TCD","2018",15477727
"9658","TCD","2019",15946882
"9659","TCD","2020",16425859
"9660","TCD","2021",16914985
"9661","TEA","1980",1342952249
"9662","TEA","1981",1363987476
"9663","TEA","1982",1387365779
"9664","TEA","1983",1410865643
"9665","TEA","1984",1433295157
"9666","TEA","1985",1456445331
"9667","TEA","1986",1481135104
"9668","TEA","1987",1507322673
"9669","TEA","1988",1533819032
"9670","TEA","1989",1559650590
"9671","TEA","1990",1584871821
