"","iso3","year","population"
"1","ABW","1980",60097
"2","ABW","1981",60561
"3","ABW","1982",61341
"4","ABW","1983",62213
"5","ABW","1984",62826
"6","ABW","1985",63024
"7","ABW","1986",62645
"8","ABW","1987",61838
"9","ABW","1988",61072
"10","ABW","1989",61033
"11","ABW","1990",62152
"12","ABW","1991",64623
"13","ABW","1992",68240
"14","ABW","1993",72495
"15","ABW","1994",76705
"16","ABW","1995",80324
"17","ABW","1996",83211
"18","ABW","1997",85450
"19","ABW","1998",87280
"20","ABW","1999",89009
"21","ABW","2000",90866
"22","ABW","2001",92892
"23","ABW","2002",94992
"24","ABW","2003",97016
"25","ABW","2004",98744
"26","ABW","2005",100028
"27","ABW","2006",100830
"28","ABW","2007",101226
"29","ABW","2008",101362
"30","ABW","2009",101452
"31","ABW","2010",101665
"32","ABW","2011",102050
"33","ABW","2012",102565
"34","ABW","2013",103165
"35","ABW","2014",103776
"36","ABW","2015",104339
"37","ABW","2016",104865
"38","ABW","2017",105361
"39","ABW","2018",105846
"40","ABW","2019",106310
"41","ABW","2020",106766
"42","ABW","2021",107195
"43","AFE","1980",227305945
"44","AFE","1981",234058404
"45","AFE","1982",240999134
"46","AFE","1983",248146290
"47","AFE","1984",255530063
"48","AFE","1985",263161451
"49","AFE","1986",271050065
"50","AFE","1987",279184536
"51","AFE","1988",287524258
"52","AFE","1989",296024639
"53","AFE","1990",304648010
"54","AFE","1991",313394693
"55","AFE","1992",322270073
"56","AFE","1993",331265579
"57","AFE","1994",340379934
"58","AFE","1995",349605660
"59","AFE","1996",358953595
"60","AFE","1997",368440591
"61","AFE","1998",378098393
"62","AFE","1999",387977990
"63","AFE","2000",398113044
"64","AFE","2001",408522129
"65","AFE","2002",419223717
"66","AFE","2003",430246635
"67","AFE","2004",441630149
"68","AFE","2005",453404076
"69","AFE","2006",465581372
"70","AFE","2007",478166911
"71","AFE","2008",491173160
"72","AFE","2009",504604672
"73","AFE","2010",518468229
"74","AFE","2011",532760424
"75","AFE","2012",547482863
"76","AFE","2013",562601578
"77","AFE","2014",578075373
"78","AFE","2015",593871847
"79","AFE","2016",609978946
"80","AFE","2017",626392880
"81","AFE","2018",643090131
"82","AFE","2019",660046272
"83","AFE","2020",677243299
"84","AFE","2021",694665117
"85","AFG","1980",13356500
"86","AFG","1981",13171679
"87","AFG","1982",12882518
"88","AFG","1983",12537732
"89","AFG","1984",12204306
"90","AFG","1985",11938204
"91","AFG","1986",11736177
"92","AFG","1987",11604538
"93","AFG","1988",11618008
"94","AFG","1989",11868873
"95","AFG","1990",12412311
"96","AFG","1991",13299016
"97","AFG","1992",14485543
"98","AFG","1993",15816601
"99","AFG","1994",17075728
"100","AFG","1995",18110662
"101","AFG","1996",18853444
"102","AFG","1997",19357126
"103","AFG","1998",19737770
"104","AFG","1999",20170847
"105","AFG","2000",20779957
"106","AFG","2001",21606992
"107","AFG","2002",22600774
"108","AFG","2003",23680871
"109","AFG","2004",24726689
"110","AFG","2005",25654274
"111","AFG","2006",26433058
"112","AFG","2007",27100542
"113","AFG","2008",27722281
"114","AFG","2009",28394806
"115","AFG","2010",29185511
"116","AFG","2011",30117411
"117","AFG","2012",31161378
"118","AFG","2013",32269592
"119","AFG","2014",33370804
"120","AFG","2015",34413603
"121","AFG","2016",35383028
"122","AFG","2017",36296111
"123","AFG","2018",37171922
"124","AFG","2019",38041757
"125","AFG","2020",38928341
"126","AFG","2021",39835428
"127","AFW","1980",155882270
"128","AFW","1981",160223588
"129","AFW","1982",164689764
"130","AFW","1983",169279422
"131","AFW","1984",173991851
"132","AFW","1985",178826553
"133","AFW","1986",183785612
"134","AFW","1987",188868567
"135","AFW","1988",194070079
"136","AFW","1989",199382783
"137","AFW","1990",204803865
"138","AFW","1991",210332267
"139","AFW","1992",215976366
"140","AFW","1993",221754806
"141","AFW","1994",227692136
"142","AFW","1995",233807627
"143","AFW","1996",240114179
"144","AFW","1997",246613750
"145","AFW","1998",253302310
"146","AFW","1999",260170348
"147","AFW","2000",267214544
"148","AFW","2001",274433894
"149","AFW","2002",281842480
"150","AFW","2003",289469530
"151","AFW","2004",297353098
"152","AFW","2005",305520588
"153","AFW","2006",313985474
"154","AFW","2007",322741656
"155","AFW","2008",331772330
"156","AFW","2009",341050537
"157","AFW","2010",350556886
"158","AFW","2011",360285439
"159","AFW","2012",370243017
"160","AFW","2013",380437896
"161","AFW","2014",390882979
"162","AFW","2015",401586651
"163","AFW","2016",412551299
"164","AFW","2017",423769930
"165","AFW","2018",435229381
"166","AFW","2019",446911598
"167","AFW","2020",458803476
"168","AFW","2021",470898870
"169","AGO","1980",8341290
"170","AGO","1981",8640478
"171","AGO","1982",8952971
"172","AGO","1983",9278104
"173","AGO","1984",9614756
"174","AGO","1985",9961993
"175","AGO","1986",10320116
"176","AGO","1987",10689247
"177","AGO","1988",11068051
"178","AGO","1989",11454784
"179","AGO","1990",11848385
"180","AGO","1991",12248901
"181","AGO","1992",12657361
"182","AGO","1993",13075044
"183","AGO","1994",13503753
"184","AGO","1995",13945205
"185","AGO","1996",14400722
"186","AGO","1997",14871572
"187","AGO","1998",15359600
"188","AGO","1999",15866871
"189","AGO","2000",16395477
"190","AGO","2001",16945753
"191","AGO","2002",17519418
"192","AGO","2003",18121477
"193","AGO","2004",18758138
"194","AGO","2005",19433604
"195","AGO","2006",20149905
"196","AGO","2007",20905360
"197","AGO","2008",21695636
"198","AGO","2009",22514275
"199","AGO","2010",23356247
"200","AGO","2011",24220660
"201","AGO","2012",25107925
"202","AGO","2013",26015786
"203","AGO","2014",26941773
"204","AGO","2015",27884380
"205","AGO","2016",28842482
"206","AGO","2017",29816769
"207","AGO","2018",30809787
"208","AGO","2019",31825299
"209","AGO","2020",32866268
"210","AGO","2021",33933611
"211","ALB","1980",2671997
"212","ALB","1981",2726056
"213","ALB","1982",2784278
"214","ALB","1983",2843960
"215","ALB","1984",2904429
"216","ALB","1985",2964762
"217","ALB","1986",3022635
"218","ALB","1987",3083605
"219","ALB","1988",3142336
"220","ALB","1989",3227943
"221","ALB","1990",3286542
"222","ALB","1991",3266790
"223","ALB","1992",3247039
"224","ALB","1993",3227287
"225","ALB","1994",3207536
"226","ALB","1995",3187784
"227","ALB","1996",3168033
"228","ALB","1997",3148281
"229","ALB","1998",3128530
"230","ALB","1999",3108778
"231","ALB","2000",3089027
"232","ALB","2001",3060173
"233","ALB","2002",3051010
"234","ALB","2003",3039616
"235","ALB","2004",3026939
"236","ALB","2005",3011487
"237","ALB","2006",2992547
"238","ALB","2007",2970017
"239","ALB","2008",2947314
"240","ALB","2009",2927519
"241","ALB","2010",2913021
"242","ALB","2011",2905195
"243","ALB","2012",2900401
"244","ALB","2013",2895092
"245","ALB","2014",2889104
"246","ALB","2015",2880703
"247","ALB","2016",2876101
"248","ALB","2017",2873457
"249","ALB","2018",2866376
"250","ALB","2019",2854191
"251","ALB","2020",2837849
"252","ALB","2021",2811666
"253","AND","1980",36063
"254","AND","1981",37498
"255","AND","1982",39115
"256","AND","1983",40854
"257","AND","1984",42706
"258","AND","1985",44593
"259","AND","1986",46520
"260","AND","1987",48459
"261","AND","1988",50433
"262","AND","1989",52452
"263","AND","1990",54508
"264","AND","1991",56666
"265","AND","1992",58882
"266","AND","1993",60974
"267","AND","1994",62676
"268","AND","1995",63860
"269","AND","1996",64363
"270","AND","1997",64318
"271","AND","1998",64140
"272","AND","1999",64368
"273","AND","2000",65390
"274","AND","2001",67344
"275","AND","2002",70048
"276","AND","2003",73180
"277","AND","2004",76250
"278","AND","2005",78871
"279","AND","2006",80995
"280","AND","2007",82682
"281","AND","2008",83860
"282","AND","2009",84461
"283","AND","2010",84454
"284","AND","2011",83748
"285","AND","2012",82427
"286","AND","2013",80770
"287","AND","2014",79213
"288","AND","2015",77993
"289","AND","2016",77295
"290","AND","2017",76997
"291","AND","2018",77008
"292","AND","2019",77146
"293","AND","2020",77265
"294","AND","2021",77354
"295","ARB","1980",164420771
"296","ARB","1981",169698978
"297","ARB","1982",175061794
"298","ARB","1983",180505967
"299","ARB","1984",186035280
"300","ARB","1985",191650328
"301","ARB","1986",197338140
"302","ARB","1987",203084958
"303","ARB","1988",208889669
"304","ARB","1989",214753965
"305","ARB","1990",222653371
"306","ARB","1991",228731671
"307","ARB","1992",232956364
"308","ARB","1993",239243294
"309","ARB","1994",245449429
"310","ARB","1995",253107302
"311","ARB","1996",259000937
"312","ARB","1997",264822167
"313","ARB","1998",270575777
"314","ARB","1999",276393809
"315","ARB","2000",282344141
"316","ARB","2001",288432153
"317","ARB","2002",294665202
"318","ARB","2003",301113869
"319","ARB","2004",307862846
"320","ARB","2005",314965776
"321","ARB","2006",322452764
"322","ARB","2007",330290752
"323","ARB","2008",338395936
"324","ARB","2009",346629179
"325","ARB","2010",354890097
"326","ARB","2011",363156846
"327","ARB","2012",371437642
"328","ARB","2013",379696477
"329","ARB","2014",387899835
"330","ARB","2015",396028301
"331","ARB","2016",404042892
"332","ARB","2017",411942825
"333","ARB","2018",419851989
"334","ARB","2019",427870273
"335","ARB","2020",436080728
"336","ARB","2021",444517783
"337","ARE","1980",1019507
"338","ARE","1981",1096602
"339","ARE","1982",1164816
"340","ARE","1983",1228457
"341","ARE","1984",1293970
"342","ARE","1985",1366165
"343","ARE","1986",1446386
"344","ARE","1987",1533526
"345","ARE","1988",1627068
"346","ARE","1989",1725676
"347","ARE","1990",1828437
"348","ARE","1991",1937159
"349","ARE","1992",2052892
"350","ARE","1993",2173135
"351","ARE","1994",2294377
"352","ARE","1995",2415099
"353","ARE","1996",2539121
"354","ARE","1997",2671361
"355","ARE","1998",2813214
"356","ARE","1999",2966029
"357","ARE","2000",3134067
"358","ARE","2001",3302722
"359","ARE","2002",3478769
"360","ARE","2003",3711931
"361","ARE","2004",4068577
"362","ARE","2005",4588222
"363","ARE","2006",5300172
"364","ARE","2007",6168846
"365","ARE","2008",7089486
"366","ARE","2009",7917368
"367","ARE","2010",8549998
"368","ARE","2011",8946778
"369","ARE","2012",9141598
"370","ARE","2013",9197908
"371","ARE","2014",9214182
"372","ARE","2015",9262896
"373","ARE","2016",9360975
"374","ARE","2017",9487206
"375","ARE","2018",9630966
"376","ARE","2019",9770526
"377","ARE","2020",9890400
"378","ARE","2021",9991083
"379","ARG","1980",27896532
"380","ARG","1981",28338514
"381","ARG","1982",28794550
"382","ARG","1983",29262049
"383","ARG","1984",29737097
"384","ARG","1985",30216284
"385","ARG","1986",30698964
"386","ARG","1987",31184411
"387","ARG","1988",31668939
"388","ARG","1989",32148137
"389","ARG","1990",32618648
"390","ARG","1991",33079002
"391","ARG","1992",33529320
"392","ARG","1993",33970103
"393","ARG","1994",34402669
"394","ARG","1995",34828168
"395","ARG","1996",35246376
"396","ARG","1997",35657438
"397","ARG","1998",36063451
"398","ARG","1999",36467218
"399","ARG","2000",36870796
"400","ARG","2001",37275644
"401","ARG","2002",37681743
"402","ARG","2003",38087866
"403","ARG","2004",38491970
"404","ARG","2005",38892924
"405","ARG","2006",39289876
"406","ARG","2007",39684303
"407","ARG","2008",40080159
"408","ARG","2009",40482786
"409","ARG","2010",40788453
"410","ARG","2011",41261490
"411","ARG","2012",41733271
"412","ARG","2013",42202935
"413","ARG","2014",42669500
"414","ARG","2015",43131966
"415","ARG","2016",43590368
"416","ARG","2017",44044811
"417","ARG","2018",44494502
"418","ARG","2019",44938712
"419","ARG","2020",45376763
"420","ARG","2021",45808747
"421","ARM","1980",3099759
"422","ARM","1981",3148096
"423","ARM","1982",3193696
"424","ARM","1983",3238592
"425","ARM","1984",3285593
"426","ARM","1985",3335935
"427","ARM","1986",3392264
"428","ARM","1987",3451947
"429","ARM","1988",3504667
"430","ARM","1989",3536473
"431","ARM","1990",3538164
"432","ARM","1991",3505249
"433","ARM","1992",3442820
"434","ARM","1993",3363111
"435","ARM","1994",3283664
"436","ARM","1995",3217349
"437","ARM","1996",3168213
"438","ARM","1997",3133081
"439","ARM","1998",3108691
"440","ARM","1999",3089020
"441","ARM","2000",3069597
"442","ARM","2001",3050686
"443","ARM","2002",3033976
"444","ARM","2003",3017938
"445","ARM","2004",3000715
"446","ARM","2005",2981262
"447","ARM","2006",2958301
"448","ARM","2007",2932615
"449","ARM","2008",2907615
"450","ARM","2009",2888094
"451","ARM","2010",2877314
"452","ARM","2011",2876536
"453","ARM","2012",2884239
"454","ARM","2013",2897593
"455","ARM","2014",2912403
"456","ARM","2015",2925559
"457","ARM","2016",2936147
"458","ARM","2017",2944789
"459","ARM","2018",2951741
"460","ARM","2019",2957728
"461","ARM","2020",2963234
"462","ARM","2021",2968128
"463","ASM","1980",32648
"464","ASM","1981",33697
"465","ASM","1982",34969
"466","ASM","1983",36413
"467","ASM","1984",37946
"468","ASM","1985",39521
"469","ASM","1986",41114
"470","ASM","1987",42741
"471","ASM","1988",44346
"472","ASM","1989",45894
"473","ASM","1990",47351
"474","ASM","1991",48682
"475","ASM","1992",49900
"476","ASM","1993",51025
"477","ASM","1994",52099
"478","ASM","1995",53158
"479","ASM","1996",54209
"480","ASM","1997",55227
"481","ASM","1998",56180
"482","ASM","1999",57049
"483","ASM","2000",57816
"484","ASM","2001",58496
"485","ASM","2002",59077
"486","ASM","2003",59495
"487","ASM","2004",59684
"488","ASM","2005",59557
"489","ASM","2006",59109
"490","ASM","2007",58367
"491","ASM","2008",57490
"492","ASM","2009",56675
"493","ASM","2010",56084
"494","ASM","2011",55755
"495","ASM","2012",55669
"496","ASM","2013",55717
"497","ASM","2014",55791
"498","ASM","2015",55806
"499","ASM","2016",55739
"500","ASM","2017",55617
"501","ASM","2018",55461
"502","ASM","2019",55312
"503","ASM","2020",55197
"504","ASM","2021",55103
"505","ATG","1980",61861
"506","ATG","1981",61789
"507","ATG","1982",61780
"508","ATG","1983",61779
"509","ATG","1984",61784
"510","ATG","1985",61785
"511","ATG","1986",61754
"512","ATG","1987",61713
"513","ATG","1988",61758
"514","ATG","1989",62007
"515","ATG","1990",62533
"516","ATG","1991",63363
"517","ATG","1992",64459
"518","ATG","1993",65777
"519","ATG","1994",67201
"520","ATG","1995",68672
"521","ATG","1996",70176
"522","ATG","1997",71707
"523","ATG","1998",73219
"524","ATG","1999",74674
"525","ATG","2000",76007
"526","ATG","2001",77212
"527","ATG","2002",78298
"528","ATG","2003",79311
"529","ATG","2004",80347
"530","ATG","2005",81462
"531","ATG","2006",82715
"532","ATG","2007",84029
"533","ATG","2008",85394
"534","ATG","2009",86743
"535","ATG","2010",88030
"536","ATG","2011",89250
"537","ATG","2012",90407
"538","ATG","2013",91510
"539","ATG","2014",92562
"540","ATG","2015",93571
"541","ATG","2016",94520
"542","ATG","2017",95425
"543","ATG","2018",96282
"544","ATG","2019",97115
"545","ATG","2020",97928
"546","ATG","2021",98728
"547","AUS","1980",14692000
"548","AUS","1981",14927000
"549","AUS","1982",15178000
"550","AUS","1983",15369000
"551","AUS","1984",15544000
"552","AUS","1985",15758000
"553","AUS","1986",16018400
"554","AUS","1987",16263900
"555","AUS","1988",16532200
"556","AUS","1989",16814400
"557","AUS","1990",17065100
"558","AUS","1991",17284000
"559","AUS","1992",17495000
"560","AUS","1993",17667000
"561","AUS","1994",17855000
"562","AUS","1995",18072000
"563","AUS","1996",18311000
"564","AUS","1997",18517000
"565","AUS","1998",18711000
"566","AUS","1999",18926000
"567","AUS","2000",19153000
"568","AUS","2001",19413000
"569","AUS","2002",19651400
"570","AUS","2003",19895400
"571","AUS","2004",20127400
"572","AUS","2005",20394800
"573","AUS","2006",20697900
"574","AUS","2007",20827600
"575","AUS","2008",21249200
"576","AUS","2009",21691700
"577","AUS","2010",22031750
"578","AUS","2011",22340024
"579","AUS","2012",22733465
"580","AUS","2013",23128129
"581","AUS","2014",23475686
"582","AUS","2015",23815995
"583","AUS","2016",24190907
"584","AUS","2017",24601860
"585","AUS","2018",24982688
"586","AUS","2019",25365745
"587","AUS","2020",25693267
"588","AUS","2021",25739256
"589","AUT","1980",7549433
"590","AUT","1981",7568710
"591","AUT","1982",7574140
"592","AUT","1983",7561910
"593","AUT","1984",7561434
"594","AUT","1985",7564985
"595","AUT","1986",7569794
"596","AUT","1987",7574586
"597","AUT","1988",7585317
"598","AUT","1989",7619567
"599","AUT","1990",7677850
"600","AUT","1991",7754891
"601","AUT","1992",7840709
"602","AUT","1993",7905633
"603","AUT","1994",7936118
"604","AUT","1995",7948278
"605","AUT","1996",7959017
"606","AUT","1997",7968041
"607","AUT","1998",7976789
"608","AUT","1999",7992324
"609","AUT","2000",8011566
"610","AUT","2001",8042293
"611","AUT","2002",8081957
"612","AUT","2003",8121423
"613","AUT","2004",8171966
"614","AUT","2005",8227829
"615","AUT","2006",8268641
"616","AUT","2007",8295487
"617","AUT","2008",8321496
"618","AUT","2009",8343323
"619","AUT","2010",8363404
"620","AUT","2011",8391643
"621","AUT","2012",8429991
"622","AUT","2013",8479823
"623","AUT","2014",8546356
"624","AUT","2015",8642699
"625","AUT","2016",8736668
"626","AUT","2017",8797566
"627","AUT","2018",8840521
"628","AUT","2019",8879920
"629","AUT","2020",8916864
"630","AUT","2021",8956279
"631","AZE","1980",6150735
"632","AZE","1981",6249312
"633","AZE","1982",6349555
"634","AZE","1983",6452067
"635","AZE","1984",6557581
"636","AZE","1985",6666447
"637","AZE","1986",6778631
"638","AZE","1987",6893486
"639","AZE","1988",7010027
"640","AZE","1989",7126877
"641","AZE","1990",7175200
"642","AZE","1991",7271300
"643","AZE","1992",7382050
"644","AZE","1993",7494800
"645","AZE","1994",7596550
"646","AZE","1995",7684850
"647","AZE","1996",7763000
"648","AZE","1997",7838250
"649","AZE","1998",7913000
"650","AZE","1999",7982750
"651","AZE","2000",8048600
"652","AZE","2001",8111200
"653","AZE","2002",8171950
"654","AZE","2003",8234100
"655","AZE","2004",8306500
"656","AZE","2005",8391850
"657","AZE","2006",8484550
"658","AZE","2007",8581300
"659","AZE","2008",8763400
"660","AZE","2009",8947243
"661","AZE","2010",9054332
"662","AZE","2011",9173082
"663","AZE","2012",9295784
"664","AZE","2013",9416801
"665","AZE","2014",9535079
"666","AZE","2015",9649341
"667","AZE","2016",9757812
"668","AZE","2017",9854033
"669","AZE","2018",9939771
"670","AZE","2019",10024283
"671","AZE","2020",10093121
"672","AZE","2021",10145212
"673","BDI","1980",4157296
"674","BDI","1981",4266520
"675","BDI","1982",4379727
"676","BDI","1983",4497544
"677","BDI","1984",4621096
"678","BDI","1985",4750832
"679","BDI","1986",4886745
"680","BDI","1987",5027143
"681","BDI","1988",5168703
"682","BDI","1989",5307069
"683","BDI","1990",5438959
"684","BDI","1991",5564923
"685","BDI","1992",5685569
"686","BDI","1993",5798054
"687","BDI","1994",5898964
"688","BDI","1995",5987044
"689","BDI","1996",6060110
"690","BDI","1997",6122130
"691","BDI","1998",6185564
"692","BDI","1999",6267132
"693","BDI","2000",6378871
"694","BDI","2001",6525546
"695","BDI","2002",6704118
"696","BDI","2003",6909161
"697","BDI","2004",7131688
"698","BDI","2005",7364857
"699","BDI","2006",7607850
"700","BDI","2007",7862226
"701","BDI","2008",8126104
"702","BDI","2009",8397661
"703","BDI","2010",8675606
"704","BDI","2011",8958406
"705","BDI","2012",9245992
"706","BDI","2013",9540302
"707","BDI","2014",9844301
"708","BDI","2015",10160034
"709","BDI","2016",10488002
"710","BDI","2017",10827010
"711","BDI","2018",11175379
"712","BDI","2019",11530577
"713","BDI","2020",11890781
"714","BDI","2021",12255429
"715","BEL","1980",9859242
"716","BEL","1981",9858982
"717","BEL","1982",9856303
"718","BEL","1983",9855520
"719","BEL","1984",9855372
"720","BEL","1985",9858308
"721","BEL","1986",9861823
"722","BEL","1987",9870234
"723","BEL","1988",9901664
"724","BEL","1989",9937697
"725","BEL","1990",9967379
"726","BEL","1991",10004486
"727","BEL","1992",10045158
"728","BEL","1993",10084475
"729","BEL","1994",10115603
"730","BEL","1995",10136811
"731","BEL","1996",10156637
"732","BEL","1997",10181245
"733","BEL","1998",10203008
"734","BEL","1999",10226419
"735","BEL","2000",10251250
"736","BEL","2001",10286570
"737","BEL","2002",10332785
"738","BEL","2003",10376133
"739","BEL","2004",10421137
"740","BEL","2005",10478617
"741","BEL","2006",10547958
"742","BEL","2007",10625700
"743","BEL","2008",10709973
"744","BEL","2009",10796493
"745","BEL","2010",10895586
"746","BEL","2011",11038264
"747","BEL","2012",11106932
"748","BEL","2013",11159407
"749","BEL","2014",11209057
"750","BEL","2015",11274196
"751","BEL","2016",11331422
"752","BEL","2017",11375158
"753","BEL","2018",11427054
"754","BEL","2019",11488980
"755","BEL","2020",11544241
"756","BEL","2021",11587882
"757","BEN","1980",3717161
"758","BEN","1981",3820126
"759","BEN","1982",3927717
"760","BEN","1983",4039940
"761","BEN","1984",4156819
"762","BEN","1985",4278502
"763","BEN","1986",4404504
"764","BEN","1987",4535262
"765","BEN","1988",4672844
"766","BEN","1989",4820020
"767","BEN","1990",4978489
"768","BEN","1991",5149496
"769","BEN","1992",5331805
"770","BEN","1993",5521761
"771","BEN","1994",5714215
"772","BEN","1995",5905552
"773","BEN","1996",6094272
"774","BEN","1997",6281644
"775","BEN","1998",6470275
"776","BEN","1999",6664102
"777","BEN","2000",6865946
"778","BEN","2001",7076728
"779","BEN","2002",7295400
"780","BEN","2003",7520556
"781","BEN","2004",7750003
"782","BEN","2005",7982223
"783","BEN","2006",8216893
"784","BEN","2007",8454790
"785","BEN","2008",8696915
"786","BEN","2009",8944713
"787","BEN","2010",9199254
"788","BEN","2011",9460829
"789","BEN","2012",9729254
"790","BEN","2013",10004594
"791","BEN","2014",10286839
"792","BEN","2015",10575962
"793","BEN","2016",10872072
"794","BEN","2017",11175192
"795","BEN","2018",11485035
"796","BEN","2019",11801151
"797","BEN","2020",12123198
"798","BEN","2021",12451031
"799","BFA","1980",6822837
"800","BFA","1981",6985166
"801","BFA","1982",7158259
"802","BFA","1983",7340910
"803","BFA","1984",7531239
"804","BFA","1985",7727908
"805","BFA","1986",7930689
"806","BFA","1987",8140080
"807","BFA","1988",8356313
"808","BFA","1989",8579818
"809","BFA","1990",8811033
"810","BFA","1991",9050086
"811","BFA","1992",9297110
"812","BFA","1993",9552473
"813","BFA","1994",9816584
"814","BFA","1995",10089880
"815","BFA","1996",10372734
"816","BFA","1997",10665552
"817","BFA","1998",10968722
"818","BFA","1999",11282696
"819","BFA","2000",11607951
"820","BFA","2001",11944589
"821","BFA","2002",12293097
"822","BFA","2003",12654624
"823","BFA","2004",13030576
"824","BFA","2005",13421935
"825","BFA","2006",13829173
"826","BFA","2007",14252029
"827","BFA","2008",14689725
"828","BFA","2009",15141098
"829","BFA","2010",15605211
"830","BFA","2011",16081915
"831","BFA","2012",16571252
"832","BFA","2013",17072791
"833","BFA","2014",17586029
"834","BFA","2015",18110616
"835","BFA","2016",18646350
"836","BFA","2017",19193236
"837","BFA","2018",19751466
"838","BFA","2019",20321383
"839","BFA","2020",20903278
"840","BFA","2021",21497097
"841","BGD","1980",79639498
"842","BGD","1981",81767516
"843","BGD","1982",83932132
"844","BGD","1983",86142490
"845","BGD","1984",88416529
"846","BGD","1985",90764180
"847","BGD","1986",93187593
"848","BGD","1987",95671159
"849","BGD","1988",98186350
"850","BGD","1989",100695496
"851","BGD","1990",103171957
"852","BGD","1991",105599125
"853","BGD","1992",107983708
"854","BGD","1993",110350641
"855","BGD","1994",112737684
"856","BGD","1995",115169933
"857","BGD","1996",117649927
"858","BGD","1997",120160571
"859","BGD","1998",122682818
"860","BGD","1999",125189655
"861","BGD","2000",127657862
"862","BGD","2001",130088709
"863","BGD","2002",132478077
"864","BGD","2003",134791598
"865","BGD","2004",136986429
"866","BGD","2005",139035505
"867","BGD","2006",140921154
"868","BGD","2007",142660381
"869","BGD","2008",144304164
"870","BGD","2009",145924795
"871","BGD","2010",147575433
"872","BGD","2011",149273134
"873","BGD","2012",151005733
"874","BGD","2013",152761413
"875","BGD","2014",154517385
"876","BGD","2015",156256287
"877","BGD","2016",157977151
"878","BGD","2017",159685421
"879","BGD","2018",161376713
"880","BGD","2019",163046173
"881","BGD","2020",164689383
"882","BGD","2021",166303494
"883","BGR","1980",8861535
"884","BGR","1981",8891117
"885","BGR","1982",8917457
"886","BGR","1983",8939738
"887","BGR","1984",8960679
"888","BGR","1985",8960547
"889","BGR","1986",8958171
"890","BGR","1987",8971359
"891","BGR","1988",8981446
"892","BGR","1989",8876972
"893","BGR","1990",8718289
"894","BGR","1991",8632367
"895","BGR","1992",8540164
"896","BGR","1993",8472313
"897","BGR","1994",8443591
"898","BGR","1995",8406067
"899","BGR","1996",8362826
"900","BGR","1997",8312068
"901","BGR","1998",8256786
"902","BGR","1999",8210624
"903","BGR","2000",8170172
"904","BGR","2001",8009142
"905","BGR","2002",7837161
"906","BGR","2003",7775327
"907","BGR","2004",7716860
"908","BGR","2005",7658972
"909","BGR","2006",7601022
"910","BGR","2007",7545338
"911","BGR","2008",7492561
"912","BGR","2009",7444443
"913","BGR","2010",7395599
"914","BGR","2011",7348328
"915","BGR","2012",7305888
"916","BGR","2013",7265115
"917","BGR","2014",7223938
"918","BGR","2015",7177991
"919","BGR","2016",7127822
"920","BGR","2017",7075947
"921","BGR","2018",7025037
"922","BGR","2019",6975761
"923","BGR","2020",6934015
"924","BGR","2021",6899125
"925","BHR","1980",359897
"926","BHR","1981",374120
"927","BHR","1982",385953
"928","BHR","1983",396451
"929","BHR","1984",407233
"930","BHR","1985",419428
"931","BHR","1986",433478
"932","BHR","1987",448981
"933","BHR","1988",465198
"934","BHR","1989",481081
"935","BHR","1990",495927
"936","BHR","1991",509762
"937","BHR","1992",523082
"938","BHR","1993",536212
"939","BHR","1994",549590
"940","BHR","1995",563698
"941","BHR","1996",578661
"942","BHR","1997",594927
"943","BHR","1998",613697
"944","BHR","1999",636540
"945","BHR","2000",664610
"946","BHR","2001",697550
"947","BHR","2002",735140
"948","BHR","2003",778708
"949","BHR","2004",829846
"950","BHR","2005",889157
"951","BHR","2006",958423
"952","BHR","2007",1035924
"953","BHR","2008",1114645
"954","BHR","2009",1185075
"955","BHR","2010",1240864
"956","BHR","2011",1278153
"957","BHR","2012",1299942
"958","BHR","2013",1315029
"959","BHR","2014",1336073
"960","BHR","2015",1371853
"961","BHR","2016",1425793
"962","BHR","2017",1494077
"963","BHR","2018",1569440
"964","BHR","2019",1641164
"965","BHR","2020",1701583
"966","BHR","2021",1748295
"967","BHS","1980",210589
"968","BHS","1981",215321
"969","BHS","1982",220182
"970","BHS","1983",225095
"971","BHS","1984",229913
"972","BHS","1985",234579
"973","BHS","1986",239020
"974","BHS","1987",243265
"975","BHS","1988",247451
"976","BHS","1989",251738
"977","BHS","1990",256227
"978","BHS","1991",261007
"979","BHS","1992",266028
"980","BHS","1993",271065
"981","BHS","1994",275849
"982","BHS","1995",280179
"983","BHS","1996",283980
"984","BHS","1997",287363
"985","BHS","1998",290600
"986","BHS","1999",294063
"987","BHS","2000",298045
"988","BHS","2001",302618
"989","BHS","2002",307657
"990","BHS","2003",313123
"991","BHS","2004",318893
"992","BHS","2005",324848
"993","BHS","2006",331032
"994","BHS","2007",337387
"995","BHS","2008",343680
"996","BHS","2009",349600
"997","BHS","2010",354936
"998","BHS","2011",359583
"999","BHS","2012",363581
"1000","BHS","2013",367162
"1001","BHS","2014",370625
"1002","BHS","2015",374200
"1003","BHS","2016",377923
"1004","BHS","2017",381749
"1005","BHS","2018",385635
"1006","BHS","2019",389486
"1007","BHS","2020",393248
"1008","BHS","2021",396914
"1009","BIH","1980",4179850
"1010","BIH","1981",4222479
"1011","BIH","1982",4265183
"1012","BIH","1983",4307907
"1013","BIH","1984",4350566
"1014","BIH","1985",4392135
"1015","BIH","1986",4435925
"1016","BIH","1987",4479516
"1017","BIH","1988",4509462
